XCoord,YCoord,FID,ID,UNIQUEID,ADDRESS,SUFFIX,STREET,ONSTR,FROMSTR,TOSTR,SIDE,SITE,SPP,DBH,CULTIVAR,CONDITION,INSPECT,MT,MT2,TTYPE,MEMTREE,DISEASEDEF,STRUTDEFEC,LOCTYPE,SITECAT,HOOD,LOCATION,JURISDIC,TSIP,GRATESZ,GUARDSZ,INV_DATE,INV_TIME,INSPECT_DT,INSPECT_TM,NOTES,ACTIVE,COMMONNAME
3088168.93220000,1260746.96690000,647,85539.000000,CC 20150716082911,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,62,Juniperus spp.,8.000000, ,Good,N,Treat Pest,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,3 stems; remove vines,1.000000,Juniper species
3063617.93010000,1247301.54970000,648,40560.000000,CC 20141201093105,1233, ,17TH ST,17TH ST,ARAPAHOE  AV,HILLSIDE RD,N/A,32,Salix fragilis,37.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Swoboda Memorial Park,Unassigned,N,Unassigned,Unassigned,2014-12-01 00:00:00, ,2015-07-10 00:00:00,11:30:46,dbh est,1.000000,Crack Willow
3088176.24570000,1260730.71480000,649,85540.000000,CC 20150716083901,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,63,Juniperus spp.,12.000000, ,Fair,N,Treat Pest,Routine,N/A,No,cankers,basal wound,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,remove vines; dbh est; juniper-hawthorn rust,1.000000,Juniper species
3088299.80760000,1260531.43820000,650,85545.000000,CC 20150716091205,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,68,Tilia cordata,13.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Littleleaf Linden
3088293.69240000,1260573.74550000,651,85548.000000,CC 20150716093134,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,71,Malus sylvestris,8.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Flowering Crabapple
3088319.40130000,1260587.72310000,652,85549.000000,CC 20150716093311,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,72,Fraxinus pennsylvanica,17.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,signs of stress,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3088319.15160000,1260612.93280000,653,85551.000000,CC 20150716093752,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,74,Crataegus crus-galli,5.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,other - see notes,Co-dominants,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,leaf blotch; 2 stems,1.000000,Cockspur hawthorn
3088307.17080000,1260607.69120000,654,85552.000000,CC 20150716094022,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,75,Crataegus crus-galli,6.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,thin canopy,basal wound,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Cockspur hawthorn
3088285.20600000,1260633.15040000,655,85553.000000,CC 20150716094232,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,76,Fraxinus pennsylvanica,20.000000, ,Fair,N,Safety Prune,Priority 2,N/A,No,signs of stress,girdling roots,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3088311.16440000,1260639.88960000,656,85554.000000,CC 20150716094713,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,77,Prunus sargentii,9.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,N/A,dead trunk tissue,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Sargent Cherry
3088337.12290000,1260653.36810000,657,85555.000000,CC 20150716095030,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,78,Gleditsia triacanthos,14.000000, ,Fair,N,Safety Prune,Routine,N/A,No,other - see notes,Large Limbs/scaffold defect,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,podgall midge; brace system installed,1.000000,Common Honeylocust
3088303.92600000,1260686.31540000,658,85558.000000,CC 20150716100052,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,81,Gleditsia triacanthos,10.000000, ,Good,N,Safety Prune,Priority 2,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,podgall midge,1.000000,Common Honeylocust
3088299.18360000,1260720.01140000,659,85560.000000,CC 20150716100606,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,83,Gleditsia triacanthos,9.000000, ,Good,N,Safety Prune,Priority 3,N/A,No,other - see notes,N/A,Raised Planter,Raised Planter,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,distorted leaflets,1.000000,Common Honeylocust
3088360.33570000,1260724.00500000,660,85561.000000,CC 20150716101222,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,84,Crataegus phaenopyrum,2.000000, ,Fair,N,Safety Prune,Routine,N/A,No,crown dieback,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Washington Hawthorn
3088395.27980000,1260747.71710000,661,85562.000000,CC 20150716101651,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,85,Quercus robur,14.000000, ,Fair,N,Safety Prune,Routine,N/A,No,crown dieback,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,English Oak
3088395.54180000,1260772.42000000,662,85563.000000,CC 20150716102140,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,86,Quercus robur,13.000000, ,Fair,N,Safety Prune,Routine,N/A,No,signs of stress,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,English Oak
3088497.87800000,1260655.79840000,663,85570.000000,CC 20150716113712,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,93,Pinus nigra,13.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3088502.73840000,1260640.24520000,664,85571.000000,CC 20150716113850,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,94,Pinus nigra,17.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,girdling roots,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3088474.87210000,1260585.80860000,665,85572.000000,CC 20150716114030,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,95,Fraxinus pennsylvanica,18.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,signs of stress,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3088572.68050000,1260647.09640000,666,85574.000000,CC 20150716120227,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,97,Tilia americana,11.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,American Linden
3088598.45440000,1260598.18470000,667,85576.000000,CC 20150716120740,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,99,Fraxinus pennsylvanica,21.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,borers,Large Limbs/scaffold defect,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,galleries,1.000000,Green Ash
3088616.61320000,1260592.03410000,668,85577.000000,CC 20150716121019,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,100,Pinus nigra,12.000000, ,Good,N,Safety Prune,Priority 3,N/A,No,signs of stress,other - see notes,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,eposed root collar,1.000000,Austrian Pine
3088626.57130000,1260606.97120000,669,85578.000000,CC 20150716121412,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,101,Picea pungens,15.000000, ,Good,N,Other - See Notes,Routine,N/A,No,N/A,girdling roots,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,cut roots,1.000000,Blue Spruce
3088642.97280000,1260613.70750000,670,85579.000000,CC 20150716121700,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,102,Prunus cerasifera,4.000000, ,Dead,N,Remove,Priority 3,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Flowering Plum
3088162.80940000,1260515.09890000,671,85583.000000,CC 20150716123238,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,106,Juniperus scopulorum,13.000000, ,Good,N,Treat Pest,Routine,N/A,No,other - see notes,N/A,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,juniper-hawthorn rust; DBH @ <4.5 ft,1.000000,Rocky Mountain Juniper
3066078.51070000,1243004.35220000,672,44957.000000,CC 20141215132110,2225, ,BASELINE RD,BASELINE RD,BROADWAY,20TH ST,N/A,6,Picea pungens,1.000000,Alberta,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Firestation # 2 (2225 Baseline),Fire,N,Unassigned,Unassigned,2014-12-15 00:00:00, ,2015-07-10 00:00:00,12:06:07, ,1.000000,Blue Spruce
3088101.30780000,1260378.66320000,673,85586.000000,CC 20150716124434,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,109,Pinus nigra,15.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,needle necrosis,Co-dominants,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,3 stems,1.000000,Austrian Pine
3088030.04860000,1260564.64660000,674,85591.000000,CC 20150716125658,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,114,Pinus edulis,9.000000, ,Good,N,Other - See Notes,Routine,N/A,No,N/A,trunk wounds,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,treat semi girdling root,1.000000,Pinon Pine
3088038.91910000,1260571.15160000,675,85592.000000,CC 20150716125901,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,115,Pinus edulis,7.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,thin canopy,trunk wounds,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Pinon Pine
3088121.70980000,1260658.67320000,676,85593.000000,CC 20150716130157,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,116,Juniperus scopulorum,8.000000, ,Fair,N,Other - See Notes,Priority 3,N/A,No,N/A,crotch split,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,3 stems; inset brace,1.000000,Rocky Mountain Juniper
3088104.26460000,1260678.48380000,677,85594.000000,CC 20150716130507,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,117,Juniperus scopulorum,9.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,N/A,basal wound,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Rocky Mountain Juniper
3088008.75960000,1260649.21140000,678,85595.000000,CC 20150716130759,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,118,Pinus nigra,13.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087859.81020000,1260327.14080000,679,85600.000000,CC 20150716131953,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,123,Pinus nigra,5.000000, ,Fair,N,Structure Prune,Routine,N/A,No,signs of stress,Co-dominants,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087823.07180000,1260327.14080000,680,85602.000000,CC 20150716132150,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,125,Pinus nigra,5.000000, ,Good,N,Structure Prune,Routine,N/A,No,N/A,Co-dominants,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087614.93080000,1260296.74100000,681,85605.000000,CC 20150716132521,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,128,Pinus nigra,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,dbh est,1.000000,Austrian Pine
3087548.09190000,1260301.87500000,682,85606.000000,CC 20150716132639,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,129,Fraxinus pennsylvanica,16.000000, ,Good,N,Safety Prune,Priority 3,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3087604.58200000,1260381.18110000,683,85612.000000,CC 20150716133842,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,135,Pinus nigra,4.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,signs of stress,N/A,Natural Area,Natural Area,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,fair structure,1.000000,Austrian Pine
3087620.18210000,1260373.55290000,684,85613.000000,CC 20150716133942,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,136,Pinus ponderosa,4.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,needle necrosis,N/A,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Ponderosa Pine
3087637.22530000,1260380.42520000,685,85614.000000,CC 20150716134042,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,137,Pinus nigra,5.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,dbh est,1.000000,Austrian Pine
3087800.88000000,1260382.78560000,686,85616.000000,CC 20150716134545,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,139,Pinus nigra,4.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,needle necrosis,other - see notes,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,fair structure,1.000000,Austrian Pine
3087841.89980000,1260393.04060000,687,85618.000000,CC 20150716134755,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,141,Fraxinus pennsylvanica,2.000000, ,Very Poor,N,Remove,Priority 3,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3087799.28200000,1260542.62640000,688,85621.000000,CC 20150716135351,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,144,Celtis occidentalis,9.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,foliage disorder,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Northern Hackberry
3087669.84590000,1260532.35370000,689,85622.000000,CC 20150716135545,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,145,Picea pungens,3.000000, ,Good,N,Treat Pest,Routine,N/A,No,other - see notes,N/A,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adelgid,1.000000,Blue Spruce
3087662.42670000,1260517.51530000,690,85623.000000,CC 20150716135640,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,146,Picea pungens,3.000000, ,Good,N,Treat Pest,Routine,N/A,No,other - see notes,N/A,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adegid,1.000000,Blue Spruce
3087824.05690000,1260571.02060000,691,85624.000000,CC 20150716135943,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,147,Celtis occidentalis,13.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,crown dieback,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Northern Hackberry
3064341.32310000,1247150.16280000,692,85138.000000,AC 20150602110128,2106, ,ARAPAHOE  AV,ARAPAHOE  AV,17TH ST,FOLSOM ST,N/A,11,Fraxinus pennsylvanica,8.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Civic Area - Boulder Creek Corridor,Unassigned,N,Unassigned,Unassigned,2015-06-02 00:00:00, ,2015-07-10 00:00:00,11:30:46,9 trees,1.000000,Green Ash
3087811.89140000,1260611.65840000,693,85625.000000,CC 20150716140055,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,148,Celtis occidentalis,6.000000, ,Good,N,Treat Pest,Routine,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,nipple gall,1.000000,Northern Hackberry
3087810.14430000,1260742.91180000,694,85628.000000,CC 20150716140456,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,151,Celtis occidentalis,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Northern Hackberry
3087673.04550000,1260748.64940000,695,85633.000000,CC 20150716140913,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,156,Pinus nigra,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087536.15860000,1260776.79510000,696,85636.000000,CC 20150716141433,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,159,Fraxinus pennsylvanica,3.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,trunk wounds,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3078606.87180000,1247110.54570000,697,44288.000000,NR 20141212101924,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,177,Gleditsia triacanthos,21.000000, ,Good,N,Safety Prune,Priority 2,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3075273.38230000,1254859.82000000,698,35739.000000,AC 20141121121754,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,699,Pinus ponderosa,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Ponderosa Pine
3087472.17210000,1260760.53790000,699,85640.000000,CC 20150716141912,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,163,Fraxinus pennsylvanica,4.000000, ,Fair,N,Treat Pest,Priority 3,N/A,No,other - see notes,Co-dominants,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40,aphid  leaf curl,1.000000,Green Ash
3087455.28960000,1260767.20750000,700,85641.000000,CC 20150716142044,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,164,Pinus nigra,4.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087493.55160000,1260900.79800000,701,85644.000000,CC 20150716142359,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,167,Pinus nigra,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3069942.10470000,1249348.32720000,702,48626.000000,NR 20150102111415,1805, ,33RD ST,33RD ST,ARAPAHOE AV,WALNUT ST,N/A,22,Pinus nigra,19.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Public Safety Building (1805 33rd),Police,N,Unassigned,Unassigned,2015-01-02 00:00:00, ,2015-07-10 00:00:00,12:02:51, ,1.000000,Austrian Pine
3087491.99130000,1260870.70660000,703,85645.000000,CC 20150716142446,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,168,Pinus nigra,5.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087714.48230000,1260806.83040000,704,85648.000000,CC 20150716142856,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,171,Pinus nigra,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
3087821.41810000,1260892.63260000,705,85649.000000,CC 20150716143035,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,172,Celtis occidentalis,9.000000, ,Fair,N,Safety Prune,Routine,N/A,No,crown dieback,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Northern Hackberry
3087793.94450000,1261042.68070000,706,85652.000000,CC 20150716143638,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,175,Pinus nigra,2.000000, ,Good,N,Remove Stakes,Routine,N/A,No,signs of stress,N/A,Natural Area,Natural Area,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-16 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Austrian Pine
